,Region,Municipality,Births,Month,Year
0,54,54003,1689,10,2016
0,54,54003,1619,11,2016
0,54,54003,1623,12,2016
0,54,54109,1816,8,2016
0,54,54109,1662,1,2016
0,54,54109,1641,2,2016
0,54,54109,1791,3,2016
0,54,54109,1743,4,2016
0,54,54109,1709,5,2016
0,54,54109,1734,6,2016
0,54,54109,1560,7,2016
0,54,54109,1822,9,2016
0,54,54109,1689,10,2016
0,54,54109,1619,11,2016
0,54,54109,1623,12,2016
0,54,54344,1816,8,2016
0,54,54344,1662,1,2016
0,54,54344,1641,2,2016
0,54,54344,1791,3,2016
0,54,54344,1743,4,2016
0,54,54344,1709,5,2016
0,54,54344,1734,6,2016
0,54,54344,1560,7,2016
0,54,54344,1822,9,2016
0,54,54344,1689,10,2016
0,54,54344,1619,11,2016
0,54,54344,1623,12,2016
0,54,54385,1816,8,2016
0,54,54385,1662,1,2016
0,54,54385,1641,2,2016
0,54,54385,1791,3,2016
0,54,54385,1743,4,2016
0,54,54385,1709,5,2016
0,54,54385,1734,6,2016
0,54,54385,1560,7,2016
0,54,54385,1822,9,2016
0,54,54385,1689,10,2016
0,54,54385,1619,11,2016
0,54,54385,1623,12,2016
0,54,54313,1816,8,2016
0,54,54313,1662,1,2016
0,54,54313,1641,2,2016
0,54,54313,1791,3,2016
0,54,54313,1743,4,2016
0,54,54313,1709,5,2016
0,54,54313,1734,6,2016
0,54,54313,1560,7,2016
0,54,54313,1822,9,2016
0,54,54313,1689,10,2016
0,54,54313,1619,11,2016
0,54,54313,1623,12,2016
0,54,54670,1816,8,2016
0,54,54670,1662,1,2016
0,54,54670,1641,2,2016
0,54,54670,1791,3,2016
0,54,54670,1743,4,2016
0,54,54670,1709,5,2016
0,54,54670,1734,6,2016
0,54,54670,1560,7,2016
0,54,54670,1822,9,2016
0,54,54670,1689,10,2016
0,54,54670,1619,11,2016
0,54,54670,1623,12,2016
0,54,54206,1816,8,2016
0,54,54206,1662,1,2016
0,54,54206,1641,2,2016
0,54,54206,1791,3,2016
0,54,54206,1743,4,2016
0,54,54206,1709,5,2016
0,54,54206,1734,6,2016
0,54,54206,1560,7,2016
0,54,54206,1822,9,2016
0,54,54206,1689,10,2016
0,54,54206,1619,11,2016
0,54,54206,1623,12,2016
0,54,54820,1816,8,2016
0,54,54820,1662,1,2016
0,54,54820,1641,2,2016
0,54,54820,1791,3,2016
0,54,54820,1743,4,2016
0,54,54820,1709,5,2016
0,54,54820,1734,6,2016
0,54,54820,1560,7,2016
0,54,54820,1822,9,2016
0,54,54820,1689,10,2016
0,54,54820,1619,11,2016
0,54,54820,1623,12,2016
0,54,54051,1816,8,2016
0,54,54051,1662,1,2016
0,54,54051,1641,2,2016
0,54,54051,1791,3,2016
0,54,54051,1743,4,2016
0,54,54051,1709,5,2016
0,54,54051,1734,6,2016
0,54,54051,1560,7,2016
0,54,54051,1822,9,2016
0,54,54051,1689,10,2016
0,54,54051,1619,11,2016
0,54,54051,1623,12,2016
0,54,54874,1816,8,2016
0,54,54874,1662,1,2016
0,54,54874,1641,2,2016
0,54,54874,1791,3,2016
0,54,54874,1743,4,2016
0,54,54874,1709,5,2016
0,54,54874,1734,6,2016
0,54,54874,1560,7,2016
0,54,54874,1822,9,2016
0,54,54874,1689,10,2016
0,54,54874,1619,11,2016
0,54,54874,1623,12,2016
0,54,54418,1816,8,2016
0,54,54418,1662,1,2016
0,54,54418,1641,2,2016
0,54,54418,1791,3,2016
0,54,54418,1743,4,2016
0,54,54418,1709,5,2016
